Date,open,high,low,close,volume,dividends,stock splits
2007-12-03,27.768492392424303,28.322106656858846,27.47818215918995,28.10943603515625,1450480,0.0,0.0
2007-12-04,28.35586232020987,28.49764101370217,27.005583162104635,27.231754302978516,835710,0.0,0.0
2007-12-05,27.324588336135253,28.79470600096127,27.27564184658249,27.599708557128906,1861710,0.0,0.0
2007-12-06,27.680724522962215,28.423377077543307,27.54738558071568,27.760053634643555,1213440,0.0,0.0
2007-12-07,27.950781408250503,28.018294340335064,27.04271779162954,27.17436981201172,566430,0.0,0.0
2007-12-10,27.376914742669733,27.410671213100294,27.005588417026342,27.059600830078125,354050,0.0,0.0
2007-12-11,27.30940066532346,27.579454992983205,26.872248339123875,27.010650634765625,500300,0.0,0.0
2007-12-12,26.70177589683277,28.524653689096546,26.70177589683277,27.451181411743164,1568150,0.0,0.0
2007-12-13,28.031794415336382,28.528022396486833,27.614895537319672,27.753297805786133,2545320,0.0,0.0
2007-12-14,27.84612966641023,29.0293133611096,27.84612966641023,28.61410140991211,2094120,0.0,0.0
2007-12-17,28.862222664558786,28.862222664558786,26.904316471167505,27.096731185913086,832780,0.0,0.0
2007-12-18,27.076468008081072,27.34314840653244,26.19541079783437,26.52285385131836,622420,0.0,0.0
2007-12-19,27.086596937038806,27.170989377399493,25.893289169574217,26.232545852661133,640120,0.0,0.0
2007-12-20,26.186973190379284,26.60049820814007,25.587788924715237,25.75826072692871,662640,0.0,0.0
2007-12-24,26.497543906497903,26.497543906497903,25.82409118949111,26.035072326660156,492330,0.0,0.0
2007-12-26,26.465473461875067,26.971828173867117,26.212296105879044,26.718650817871094,387140,0.0,0.0
2007-12-27,27.00389926283686,27.08660222223767,25.923674270172416,26.13634490966797,1030740,0.0,0.0
2007-12-28,26.328762808743235,27.660475836346702,25.99794320456536,27.550764083862305,1355840,0.0,0.0
2007-12-31,27.836005025665543,28.03179612514875,27.549071214603952,27.925460815429688,877160,0.0,0.0
2008-01-01,27.68072814976561,28.389624331193275,27.68072814976561,28.080747604370117,848000,0.0,0.0
2008-01-02,28.18707735414897,28.18707735414897,27.41066581002111,27.802248001098633,217090,0.0,0.0
2008-01-03,27.3769085356921,27.787057156021397,27.089974738906438,27.19631004333496,223520,0.0,0.0
2008-01-04,27.410670032915935,28.153325227680817,27.343157094961626,27.771869659423828,883200,0.0,0.0
2008-01-07,25.283977604648367,27.680722581358282,25.283977604648367,27.307706832885742,300670,0.0,0.0
2008-01-08,27.68072708624128,27.81069219673659,26.53298910659911,26.71190071105957,269540,0.0,0.0
2008-01-09,27.34315558411539,27.511940495128446,26.36420258514898,26.90093994140625,709270,0.0,0.0
2008-01-10,26.83679641060368,27.336400797736218,25.891600035143384,26.394580841064453,1128130,0.0,0.0
2008-01-11,26.33044326206603,26.654509947006318,25.700876333401183,25.918607711791992,237600,0.0,0.0
2008-01-14,26.060392707285477,26.458725253441074,25.655309896988193,25.797088623046875,341280,0.0,0.0
2008-01-15,26.870557203582326,26.870557203582326,25.250223610039882,25.358245849609375,675060,0.0,0.0
2008-01-16,25.317732822803745,25.419004784276147,24.406295471363997,24.627403259277344,243320,0.0,0.0
2008-01-17,22.35049377100418,25.135444324704267,22.35049377100418,24.95146942138672,239990,0.0,0.0
2008-01-18,25.01730403073145,25.216469023856092,23.629891616902714,24.007970809936523,436340,0.0,0.0
2008-01-21,24.03496716606829,24.03496716606829,16.878488901860603,21.010343551635742,1095060,0.0,0.0
2008-01-22,19.359625775214614,22.00954795199666,15.258153846417052,18.728370666503906,1736180,0.0,0.0
2008-01-23,20.591759759485413,23.798673164651174,19.241480430994567,21.87621307373047,953800,0.0,0.0
2008-01-24,21.942037399125862,21.942037399125862,18.566339337721885,19.195907592773438,1103840,0.0,0.0
2008-01-25,20.254182373166156,20.254182373166156,19.314050792854076,19.62799072265625,1258240,0.0,0.0
2008-01-28,19.627999529874735,19.627999529874735,18.806016462819503,19.2246036529541,318120,0.0,0.0
2008-01-29,19.906493464540816,19.906493464540816,19.18240601821194,19.305618286132812,262070,0.0,0.0
2008-01-30,19.5419177360854,20.760545058567683,19.411953914920147,20.19680404663086,1195300,0.0,0.0
2008-01-31,20.421284035301166,21.09473669185927,19.275234446540402,20.30144691467285,3122800,0.0,0.0
2008-02-01,20.828058539986277,21.435683969773088,20.65927362683846,20.910762786865234,1351010,0.0,0.0
2008-02-04,22.110821371379274,22.110821371379274,21.170689552364806,21.285463333129883,1010750,0.0,0.0
2008-02-05,21.13186945673625,21.75637308618042,21.13186945673625,21.585901260375977,400070,0.0,0.0
2008-02-06,20.397656857269677,21.570712797038222,20.397656857269677,21.493070602416992,452060,0.0,0.0
2008-02-07,20.79430000694831,21.666917666229477,20.355459506723335,20.507366180419922,299000,0.0,0.0
2008-02-08,21.43568366306608,22.279608216730097,19.614494321731925,20.029705047607422,290880,0.0,0.0
2008-02-11,19.916620968003368,20.048273002264057,18.600098049942947,18.947795867919922,399220,0.0,0.0
2008-02-12,19.077755110342533,19.714074840075458,18.397552238213624,18.559585571289062,874590,0.0,0.0
2008-02-13,18.647357093781224,18.902221376212932,17.70553700357483,17.88782501220703,356570,0.0,0.0
2008-02-14,18.73512273097629,19.39169584798968,18.39755295203978,19.150333404541016,718740,0.0,0.0
2008-02-15,19.241482332235503,20.08540699593004,18.633856831920802,19.901432037353516,554230,0.0,0.0
2008-02-18,20.422975224804834,20.7267885944794,19.71745421098432,19.882863998413086,272620,0.0,0.0
2008-02-19,20.068531165774374,20.45673578497103,19.757966182690048,20.269384384155273,601390,0.0,0.0
2008-02-20,20.25249893526039,20.42297203762549,19.98413157370116,20.30313491821289,450330,0.0,0.0
2008-02-21,20.438163274858425,21.077858211401853,20.29132123347467,20.67108726501465,426120,0.0,0.0
2008-02-22,20.4567299895463,21.118367796421317,20.4567299895463,21.025535583496094,705340,0.0,0.0
2008-02-25,21.23144825129379,21.7361146353789,21.03059385054856,21.590959548950195,389160,0.0,0.0
2008-02-26,21.60615027872395,22.115881307184345,21.403608949840866,21.936969757080078,694880,0.0,0.0
2008-02-27,22.1445775828992,22.73532471203765,21.70573840366821,22.544599533081055,708290,0.0,0.0
2008-02-28,22.752202611218422,23.123528836569097,22.228968446779124,22.38762664794922,2343530,0.0,0.0
2008-02-29,22.387631108884158,22.61042843376066,21.942039034584578,22.217159271240234,344100,0.0,0.0
2008-03-03,22.110821907862178,22.110821907862178,20.971523832457066,21.265209197998047,317100,0.0,0.0
2008-03-04,21.30909692710424,21.30909692710424,19.57905143401261,20.61539077758789,578830,0.0,0.0
2008-03-05,20.355461774965924,20.929330779696507,20.262630838498502,20.42972755432129,211490,0.0,0.0
2008-03-07,20.25418840251026,20.287944868090463,19.30899320127177,20.026329040527344,498430,0.0,0.0
2008-03-10,20.254193297848015,20.254193297848015,18.83639950945327,19.411956787109375,1260620,0.0,0.0
2008-03-11,19.40689267937396,20.051651089082466,19.28367910840533,19.92337417602539,462300,0.0,0.0
2008-03-12,20.254189981487254,20.760544731024435,19.78159170016186,19.93349838256836,384920,0.0,0.0
2008-03-13,19.24991963129023,20.11916089351071,18.76888160434283,19.65669059753418,887930,0.0,0.0
2008-03-14,19.244859463559035,19.747839181973266,18.93767090557075,19.459217071533203,674450,0.0,0.0
2008-03-17,16.57805584313412,19.227978699072068,16.57805584313412,18.257465362548828,458690,0.0,0.0
2008-03-18,18.059985564305233,18.49882607748133,16.98145008081953,17.553630828857422,1460780,0.0,0.0
2008-03-19,18.228770283253297,18.39586698361965,17.553630643132802,18.215267181396484,516270,0.0,0.0
2008-03-24,17.622829663415647,18.730058046834177,17.529997465776294,17.92495346069336,1086500,0.0,0.0
2008-03-25,19.072692783047565,19.072692783047565,17.92495500313639,18.17306900024414,1326960,0.0,0.0
2008-03-26,18.059985591527994,18.495450973723916,17.90807891311934,18.112308502197266,863960,0.0,0.0
2008-03-27,17.75786360053641,18.3587375822289,17.21606409102263,17.54857063293457,3115590,0.0,0.0
2008-03-28,18.0262312772698,18.228772680855236,17.729169435981238,18.120750427246094,179380,0.0,0.0
2008-03-31,18.178134939013333,18.39755584491493,17.62114548882166,17.73085594177246,302110,0.0,0.0
2008-04-01,17.89120023316609,18.43131142322761,17.823686012476735,18.00428581237793,142780,0.0,0.0
2008-04-02,18.532582009036314,18.559586922651942,17.963776448600502,18.265901565551758,143550,0.0,0.0
2008-04-03,18.228765884428945,18.363794294959703,17.825370149819413,18.092050552368164,192750,0.0,0.0
2008-04-04,18.059986255589873,18.225396042100645,17.081033214495243,17.244754791259766,1141990,0.0,0.0
2008-04-07,17.384842432753537,17.514806222204594,17.05233601708115,17.364587783813477,583590,0.0,0.0
2008-04-08,17.08272134918387,18.059986176238368,17.081033139445037,18.000911712646484,482790,0.0,0.0
2008-04-09,18.29628134550429,18.311471366675267,17.727475833339543,18.18825912475586,384440,0.0,0.0
2008-04-10,18.18825748048389,18.431306811332266,18.059980622044318,18.2287654876709,527990,0.0,0.0
2008-04-11,18.431309263808718,18.96804525942858,18.431309263808718,18.75200080871582,394410,0.0,0.0
2008-04-15,18.66761102086387,19.072695067452447,18.568028540832884,18.841459274291992,197110,0.0,0.0
2008-04-16,19.062568624402147,19.062568624402147,18.568028774220107,18.637229919433594,101140,0.0,0.0
2008-04-17,18.667611399778355,20.220433395265903,18.566340708007296,20.01957893371582,610640,0.0,0.0
2008-04-21,20.422971624150193,20.929326292517555,19.58242230806071,19.864294052124023,2644640,0.0,0.0
2008-04-22,19.51153485975096,20.14279004710003,19.314056828950363,19.62462043762207,743380,0.0,0.0
2008-04-23,20.1866741925096,21.334412050914406,19.653314567293215,21.128494262695312,1111830,0.0,0.0
2008-04-24,21.76988171038736,22.07707154968599,21.266903290206397,21.401931762695312,1184240,0.0,0.0
2008-04-25,22.27960712484483,22.785961832227667,21.773252417461993,22.657686233520508,2107010,0.0,0.0
2008-04-28,23.123534715367523,23.123534715367523,22.650936410473676,23.015512466430664,836380,0.0,0.0
2008-04-29,23.123533032582728,23.224805010352036,22.296487990795793,22.465272903442383,1085800,0.0,0.0
2008-04-30,22.51590876272422,22.819722153581296,21.098116372662748,21.562274932861328,2286070,0.0,0.0
2008-05-02,22.414642315437607,22.414642315437607,20.79430573342371,21.108245849609375,1209030,0.0,0.0
2008-05-05,21.536952572865555,23.440847290347683,21.09811209875673,21.268585205078125,543390,0.0,0.0
2008-05-06,21.334411484965027,22.438264878632445,20.794299035685537,21.894777297973633,2001320,0.0,0.0
2008-05-07,22.06018391839033,22.409569865987283,21.844139471979314,22.277917861938477,881570,0.0,0.0
2008-05-08,22.34712182486726,22.48215027261685,21.655105215262434,22.3926944732666,613110,0.0,0.0
2008-05-09,22.110819462193675,22.48045876451197,21.4711246071954,21.668603897094727,204190,0.0,0.0
2008-05-12,21.46943872594414,21.46943872594414,18.623725214090744,21.19094467163086,277600,0.0,0.0
2008-05-13,21.0305937820749,21.597711027734448,20.998525533591334,21.116674423217773,248020,0.0,0.0
2008-05-14,21.604462015339713,25.18270052153984,21.368162954501678,24.760738372802734,8066060,0.0,0.0
2008-05-15,25.216461599720457,25.753198890516195,23.98939730063711,24.674663543701172,13418210,0.0,0.0
2008-05-16,24.710111117527706,25.364997427554727,24.25439235120573,24.62909507751465,4241030,0.0,0.0
2008-05-20,24.590274387976834,25.148952037955517,24.305027472923456,24.657787322998047,1427950,0.0,0.0
2008-05-21,24.37084853767347,25.739694007240576,24.23750961667129,25.40887451171875,2419700,0.0,0.0
2008-05-22,25.052747564683756,25.21646916354412,24.03835099610221,24.24089241027832,1269770,0.0,0.0
2008-05-23,24.23751442525854,24.440055804834248,22.752206682614386,22.8703556060791,1396830,0.0,0.0
2008-05-26,22.607049178795155,23.29062851653194,21.692235359765036,22.315052032470703,1327850,0.0,0.0
2008-05-27,22.347119754337882,22.85347445489345,21.606154145543027,21.818824768066406,619500,0.0,0.0
2008-05-28,21.857647006678782,22.208719947191824,21.273651341568087,22.0804443359375,754400,0.0,0.0
2008-05-29,20.59513531434959,22.887236118336883,20.59513531434959,21.67029571533203,928190,0.0,0.0
2008-05-30,21.263525589350653,22.27961027943415,21.263525589350653,22.131078720092773,1156260,0.0,0.0
2008-06-02,22.954749441230025,24.30502882012591,20.861816146396052,21.1352481842041,549280,0.0,0.0
2008-06-03,20.929327456484437,21.567334168073273,20.29469587627276,21.239891052246094,540660,0.0,0.0
2008-06-04,21.08798610970831,21.60446749877847,19.931808498537706,20.24574851989746,930370,0.0,0.0
2008-06-05,20.085404552199023,20.590071079123575,19.747834727792316,19.884550094604492,767120,0.0,0.0
2008-06-06,20.22043317581518,20.254189643463608,19.680320679353464,19.739395141601562,407760,0.0,0.0
2008-06-09,18.735122581351337,19.57567189079,18.059983028870207,19.36469078063965,523870,0.0,0.0
2008-06-10,19.410267177638122,19.410267177638122,18.903912381699737,19.035564422607422,397790,0.0,0.0
2008-06-11,19.400140002903587,20.18667709640791,19.038940360625244,20.012828826904297,622990,0.0,0.0
2008-06-12,19.573987702423953,20.42128744824865,19.28198921939104,20.0921573638916,195490,0.0,0.0
2008-06-13,20.152917152503846,20.232246260890438,19.646562456650617,19.935184478759766,295150,0.0,0.0
2008-06-16,20.119161279470298,20.524245331537003,19.649939423519328,19.892990112304688,461460,0.0,0.0
2008-06-17,18.746941952866834,20.591761272475562,18.746941952866834,19.85248374938965,740310,0.0,0.0
2008-06-18,20.490488984012185,20.490488984012185,19.076070569028605,19.146961212158203,1820000,0.0,0.0
2008-06-19,19.579053119813125,20.186678648744703,18.971427590881547,19.702266693115234,1908280,0.0,0.0
2008-06-20,19.849103268761354,19.882861020183515,19.175651902539382,19.471025466918945,530870,0.0,0.0
2008-06-23,19.44401699637436,19.44401699637436,17.958710875773292,18.24226951599121,627090,0.0,0.0
2008-06-24,18.059983775920752,18.87015178750128,18.005972660997152,18.569713592529297,736400,0.0,0.0
2008-06-25,18.228764975914697,18.73343134940675,18.0937365721137,18.249019622802734,1406060,0.0,0.0
2008-06-26,18.468443811358437,18.566339364333857,17.5536299444611,17.651525497436523,1706560,0.0,0.0
2008-06-27,17.38484207611036,18.262522908551585,17.047272327059673,18.01272201538086,855530,0.0,0.0
2008-06-30,17.38484316889112,18.39755247970031,17.38484316889112,17.95533561706543,939190,0.0,0.0
2008-07-01,17.962091200147366,18.059986764561092,16.205040820988827,16.623626708984375,434340,0.0,0.0
2008-07-02,16.60843318343002,17.401721639392857,15.52820964615238,16.775529861450195,638010,0.0,0.0
2008-07-03,16.74346476922602,16.74346476922602,15.967054338184116,16.280994415283203,421610,0.0,0.0
2008-07-04,16.203350421207094,17.482740273935953,16.026125760884504,17.084407806396484,579380,0.0,0.0
2008-07-07,17.688664543483856,17.688664543483856,16.463285358052595,16.66582679748535,643410,0.0,0.0
2008-07-08,16.270867234388795,17.216062568859236,16.17297166758987,17.114791870117188,413930,0.0,0.0
2008-07-09,17.475987408565373,17.65489897726632,17.21605852725416,17.52155876159668,259430,0.0,0.0
2008-07-10,17.62114272000182,18.90728275374879,17.55194029720337,18.574777603149414,862350,0.0,0.0
2008-07-11,18.75200303462358,18.937666176010612,17.796681124280358,18.216955184936523,910150,0.0,0.0
2008-07-14,18.23383269390062,19.747833465635605,18.110620436994065,19.644874572753906,1983650,0.0,0.0
2008-07-15,19.41026450748927,20.085404142532376,18.23214527773932,18.503889083862305,5318520,0.0,0.0
2008-07-16,18.48194731830534,18.667610458478148,17.740981679521095,17.88782501220703,742560,0.0,0.0
2008-07-17,18.566339924976187,18.566339924976187,17.513122457068274,17.94521141052246,713900,0.0,0.0
2008-07-18,18.125810703592606,18.125810703592606,17.553629983122416,17.794992446899414,489710,0.0,0.0
2008-07-21,17.857445953901085,18.25577848825753,17.65659147687402,18.05492401123047,342330,0.0,0.0
2008-07-22,18.22876888034131,18.802637787823294,17.562069052123157,18.4346866607666,441200,0.0,0.0
2008-07-23,18.228770282989164,18.903909923099874,18.228770282989164,18.630477905273438,789680,0.0,0.0
2008-07-24,18.897156887683845,19.064253574921306,17.722414160701668,17.950273513793945,1245850,0.0,0.0
2008-07-25,17.351085212202943,18.21188779468951,17.286946137232164,17.946895599365234,367880,0.0,0.0
2008-07-28,17.92495669964744,18.36379849026491,17.75617179178738,18.00428581237793,328300,0.0,0.0
2008-07-29,18.004286895493454,18.71487124580497,17.21943676918325,18.60178565979004,1239870,0.0,0.0
2008-07-30,18.610226572884454,20.085406487086818,18.610226572884454,19.85248374938965,2025800,0.0,0.0
2008-07-31,19.77146346724677,20.470232863809457,19.3461260775799,20.127599716186523,1400240,0.0,0.0
2008-08-01,21.452554048512486,21.452554048512486,19.57904248231862,19.781583786010742,727420,0.0,0.0
2008-08-04,19.74783635287432,20.558004513211163,19.579051426781376,19.945314407348633,771890,0.0,0.0
2008-08-05,19.91661903465536,20.58500711213863,19.249919166806283,20.23562240600586,1004730,0.0,0.0
2008-08-06,20.510737604990073,20.750413108050374,19.776523650500998,19.887922286987305,281330,0.0,0.0
2008-08-07,19.61618283583502,20.18667537938402,19.47777925839524,19.665130615234375,443290,0.0,0.0
2008-08-08,19.61280641746537,20.25081447166063,19.45077305516595,20.011138916015625,597840,0.0,0.0
2008-08-11,20.49048616270736,20.49048616270736,19.308991917763915,19.50478172302246,519220,0.0,0.0
2008-08-12,19.813312145002847,19.813312145002847,18.689405504094363,19.062345504760742,589230,0.25,0.0
2008-08-13,18.47750234947194,19.358997357071868,18.47750234947194,18.977581024169922,532700,0.0,0.0
2008-08-14,19.02504968315911,19.325096667620713,18.731782296246394,18.82501792907715,232280,0.0,0.0
2008-08-18,19.152185982376857,19.152185982376857,18.477502301746583,18.7572078704834,128660,0.0,0.0
2008-08-19,18.511405042012452,18.7487310129762,18.36731468963812,18.46055030822754,196380,0.0,0.0
2008-08-20,18.64702171059838,19.155576848160155,18.64702171059838,18.926727294921875,565090,0.0,0.0
2008-08-21,18.714827593848323,19.32509344393982,18.714827593848323,19.23016357421875,511600,0.0,0.0
2008-08-22,19.223386379668067,20.003170743195906,19.18948192444868,19.49461555480957,1088440,0.0,0.0
2008-08-25,19.765842754569764,19.969265585588033,18.857224138660253,18.926727294921875,277800,0.0,0.0
2008-08-26,18.482588196094273,18.986057976143254,18.482588196094273,18.89451789855957,296870,0.0,0.0
2008-08-27,18.82331726607692,19.270845595362562,18.647018031309496,19.147096633911133,249760,0.0,0.0
2008-08-28,18.64871625750258,19.32509419209562,18.47750234156511,19.174222946166992,579550,0.0,0.0
2008-08-29,19.108110339658243,19.59971385759268,19.108110339658243,19.487831115722656,396130,0.0,0.0
2008-09-01,17.631605195556066,19.49461163199658,17.631605195556066,19.42341423034668,123990,0.0,0.0
2008-09-02,19.494613462953637,20.22015191359978,19.32509508501491,20.035377502441406,542850,0.0,0.0
2008-09-04,19.499700250730605,19.82348099735471,19.019962895256363,19.123369216918945,558540,0.0,0.0
2008-09-05,18.850441891801026,19.49461220368663,18.68431461641282,19.17930793762207,173170,0.0,0.0
2008-09-08,19.333568782206246,19.530209400228863,19.192868238053077,19.291189193725586,113210,0.0,0.0
2008-09-09,19.323398261076097,19.394596958026522,18.47750197323886,18.64702033996582,597320,0.0,0.0
2008-09-10,18.14694537395029,18.577520975067902,17.629913732728664,17.811298370361328,1289230,0.0,0.0
2008-09-11,17.96894972853601,18.20627573833216,17.292571699941284,17.831640243530273,606690,0.0,0.0
2008-09-12,17.92826482921462,18.080831634970448,17.62991210832796,17.804515838623047,485940,0.0,0.0
2008-09-15,17.629910239276384,17.96216608474097,17.15695383823556,17.689241409301758,316800,0.0,0.0
2008-09-16,17.35867786938498,17.52819620542717,16.209343757950474,16.765363693237305,794460,0.0,0.0
