Date,Ret_D1,Ret_W1,STD_W1,ST_Rev,r12_2,r12_7,r36_13,Variance,HighLowVol,Resid_Var,Beta,Vol,SUV,LTurnover,Amihud,Rel2High,MktCap_Proxy,PriceMom_Acc,VolMom,RSI14,MACD_Sig,DistMA50,DistMA200,RFR
2011-02-01,0.030852534821092625,0.005119425990664617,0.030614818329731015,-0.050928137639547066,-0.024311698557111017,0.02504959784897043,-0.03714796271573784,0.0003585147302190551,0.00031179982630702766,9.25985889922204e-05,0.8132072697169599,16.810002762950965,0.35212186846508375,0.16140358858090492,0.00012300143067145436,0.8235149720034507,20.874695505953703,-0.04376806475486683,0.8364361960603385,54.04596110376003,-0.2145886009019532,-0.014941898861242659,-0.07180791224201269,
2011-02-02,-0.00930762861364176,-0.031143071844204173,0.02689384300080772,-0.05413747466537966,-0.015994884474777704,0.0307068036252085,-0.023012583544206655,0.0003602737926552699,0.0003227402000861887,9.678493531166346e-05,0.811328017260208,16.769966358738408,-0.7234987472878089,0.15979970408639277,0.0001266735992894669,0.815850000486269,20.85761277868804,0.05516423337820364,0.8098470076882727,46.56733233131364,-0.21212593649797937,-0.023630549688570222,-0.07989518662101947,
2011-02-03,-0.026980426780641054,-0.066174596632671,0.026573499844671184,-0.0875499263955496,-0.010401718109758318,0.063616732410823,-0.028775710604381777,0.0003810926120582115,0.00035046909780788674,9.452852647929911e-05,0.8065091497900719,16.902742396506998,0.8345525794538308,0.18235668291395274,0.0001319275026518508,0.7938380192841632,20.851624947824423,0.006687255861135943,0.9052925384963565,39.519397977735224,-0.21806147445224408,-0.04886133797898016,-0.10414351972391625,
2011-02-04,0.0245718660574612,-0.019246869836502256,0.030230797426344203,-0.0601374037865916,-0.02639000399089142,0.06088186961523112,0.001222941278369749,0.00042020773309941144,0.0003630167363983945,9.776314552145084e-05,0.8044140674922136,16.816791707988667,-0.15370180711817094,0.16808096693765218,0.0001442327044438462,0.8133441007653339,20.859765653444764,-0.016578708670882736,0.844244021634901,46.33266035315232,-0.22180328662078783,-0.02492285035954102,-0.08161846045394978,
2011-02-07,-0.0015743274337226554,0.01651807282284312,0.024036558080216965,-0.05103342872502292,-0.020164292466591904,0.058949428116825464,-0.0045797835186509595,0.00041652571936047776,0.00036375676774665127,9.825638170123104e-05,0.811904554720219,16.84089124139541,0.7020588381282712,0.18240687383687978,0.00013854282784014644,0.8120636308344427,20.874552633509943,0.05096187004835262,0.8508012591792291,49.266255869967296,-0.22325329370800953,-0.026370854785376794,-0.08252521981618824,
2011-02-08,0.0027198270673516323,-0.011223437144035286,0.018747533512474792,-0.049709669935044665,0.007445889425451657,0.10740208108565463,-0.03923872183211219,0.00041712349382035986,0.00036408212279041244,9.906924351292449e-05,0.8044296242441521,16.880569527279693,0.7658909495077513,0.19861604584538903,0.00013880749390294314,0.814272303477998,20.896329265253872,0.01858996503286925,0.86852498433318,50.7897250387123,-0.22190743626249979,-0.024138382883874016,-0.07944414948130753,
2011-02-09,-0.003578505199944071,-0.005505392753276217,0.018369223878508905,-0.045544037278512306,-0.05338368691524664,0.07887368062386235,-0.04186189653278227,0.00041554422790963437,0.0003658487809126703,9.87353962706665e-05,0.8106757675561008,16.904135272764947,-0.32836907407369426,0.19799813033495312,0.0001366150804182821,0.8113584258058315,20.890650573132113,-0.004726062358100025,0.8910992979140433,49.310280105360675,-0.2197805952616797,-0.0283994380013237,-0.08220234829241702,
2011-02-10,-0.04584136156218177,-0.024782597903234338,0.025571111559858407,-0.044223413106199816,-0.04011702523468175,0.07143625494333206,-0.013452924337079675,0.0004096755398705702,0.00040650853994424153,9.834295541996233e-05,0.7919256035217547,17.006789631309935,1.6641985372744843,0.2020780180755261,0.00013519022404951411,0.7741646508519437,20.85236989916913,0.04980518171530257,0.9789353127752873,41.64851175652774,-0.22917848783324857,-0.07237567780740194,-0.12359074019974724,
2011-02-11,-0.020545526834939154,-0.06772664911480475,0.01999371905988893,-0.082796256807117,-0.023337196758894785,0.08233850933711051,0.021308533744457625,0.0003973773427522854,0.00043026497094979547,0.00010341101117688296,0.8051336054668351,17.093199821917835,0.9523418416942554,0.1274858134002287,0.00013984755662990023,0.7582590302432038,20.759548943814508,-0.005724336327500024,1.1470367872190164,39.146725118967844,-0.25060142834087945,-0.09012909271741122,-0.14079400661545094,
2011-02-14,-0.0033291615352553094,-0.06936521382025584,0.019740042615083025,-0.0903019901879315,-0.03436898994615134,0.07602306512234591,0.009749592647510852,0.000393352163742895,0.00044043613366503634,0.00010436940483257582,0.8079889395400878,17.07697419018718,0.476488916833531,0.1152526006061276,0.000139746344528461,0.7557346634459582,20.744163757006525,0.002791669923955631,1.1422577082476306,35.40628866960688,-0.27866747666987196,-0.09173943082883215,-0.1428548631304631,
