Date,Ret_D1,Ret_W1,STD_W1,ST_Rev,r12_2,r12_7,r36_13,Variance,HighLowVol,Resid_Var,Beta,Vol,SUV,LTurnover,Amihud,Rel2High,MktCap_Proxy,PriceMom_Acc,VolMom,RSI14,MACD_Sig,DistMA50,DistMA200,RFR
2011-02-01,-0.03300623623621446,-0.03730026648840612,0.014651517423482006,-0.06846172296666209,0.44828023148154794,0.29694271374053294,0.1885337768251445,0.00024310592894010065,0.00031556715505210575,0.00015157802664419806,0.6755064559191298,17.951791709315213,1.2816062402298156,0.05930225718419267,0.00014710480658102574,0.8943895901677649,20.437369290268478,-0.4220237658091468,1.0709177011132305,35.507194201857075,-0.015223651042224555,-0.04809291015985263,0.02710158740110463,0.0003111037454146537
2011-02-02,-0.018450187785695182,-0.05617963234108714,0.014375327316442973,-0.08617240523741387,0.47098734037462164,0.2993159361746085,0.11068277583977482,0.00025305665035200953,0.00035135907659163194,0.0001556238088721118,0.678351298851347,18.154786386030253,1.7547967614677777,0.1020896702612171,0.00015304866964083023,0.8778879342755987,20.463582590226462,-0.4812864677177624,1.2544218721360982,32.558075436613365,-0.032270105307629256,-0.06441245148731657,0.007110680357394433,0.000310956933956108
2011-02-03,-0.0037595200647662086,-0.05357138960700547,0.01465930841670078,-0.09038912462522186,0.5065432498045175,0.3181191073702141,0.10265034770454307,0.0002517541553624628,0.00035820280367585233,0.00015444695349278327,0.6851450465371207,18.17902205292403,0.04843592238265383,0.12776253675483476,0.00015426252471630695,0.8745874969720734,20.484374759720666,-0.4894375281603168,1.2540166245901743,22.735646990099298,-0.05148194941325155,-0.06607935779731407,0.0022973209556524476,0.0003113973521078339
2011-02-04,0.002830083362657998,-0.04976169946894471,0.01541346451672998,-0.10169022290290075,0.47652483599944473,0.2794358894245548,0.15438834133553603,0.00023432000211749378,0.00036166844414693304,0.00015332432456010797,0.686656938076955,18.115842556698794,-0.6123334214304429,0.09766177228895852,0.00015041270623196144,0.8770626524964427,20.45570219104396,-0.5103027698692837,1.2149110424720877,24.5352685250666,-0.07068300196090249,-0.061998286915636316,0.004119207034990422,0.00031264493929317183
2011-02-07,-0.04045158385527947,-0.09009835860922677,0.018469818867297236,-0.14905462186001106,0.46478529264596746,0.29980265556029906,0.20127319385440545,0.00027434438209497354,0.0004088408046020354,0.0001537252650041919,0.6806818262754474,18.09618929620063,0.953591040984584,0.10484765288742523,0.00016483608100329884,0.8415840790626491,20.421872795056224,-0.47369475263678673,1.1824097161462133,21.46334913627591,-0.0938371646127033,-0.09774454020615132,-0.037235944666806686,0.00031304848683832986
2011-02-08,0.026797534058148553,-0.033825453042185205,0.024993731878863657,-0.12185584868170884,0.440819206524413,0.32764183862994156,0.17409314288238842,0.0003305195870470209,0.00041549009502655154,0.00015489047770879353,0.6889300603142987,18.06193283862734,0.9563702144682484,0.12692175855707097,0.00017467931077507076,0.8641364570841259,20.471346039295494,-0.5052368765012469,1.1165790094715577,27.80264855244978,-0.11489282463336536,-0.07218752592751365,-0.012312349033971586,0.00031202119451978483
2011-02-09,-0.006365456137191194,-0.021930019942096313,0.024131562440468532,-0.09507263150559953,0.4423727149170398,0.3295024869454124,0.13898585978131273,0.0002841721772604388,0.0003696042058858102,0.00015677079481208922,0.697886794253357,17.867289540532397,-0.009643363774399519,0.12462427277509412,0.00015747967722142288,0.8586358343700091,20.459191243232343,-0.4140216724662644,0.9244052243698739,16.859463913738395,-0.13425887812711593,-0.0768340340288971,-0.019405701605802475,0.00031154414734335667
2011-02-10,-0.014093617557741633,-0.03207563310723083,0.024524840507069143,-0.09789010577404911,0.446695462441959,0.3178448424817051,0.17490678768065648,0.00028659576933052133,0.00037094642331907715,0.00015680140904280598,0.6935091238460228,17.92072657782709,0.6601011281659519,0.12973719894688654,0.00015982183857182137,0.8465345492990258,20.446074084073345,-0.44873817105423097,0.9740969637292196,16.062941263510396,-0.15314718433506286,-0.0882595415288782,-0.03394687763014509,0.0003102595056616586
2011-02-11,0.014620218994888967,-0.02069587919205018,0.026131129395837654,-0.08201063152135157,0.4777383540134432,0.3008350096592143,0.2165163034093982,0.00030446847067198545,0.00036596335091154984,0.00015555162410900292,0.7024434189115468,17.981131686500593,0.2961908879619543,0.12558772650508196,0.0001682666059431203,0.8589110697965172,20.455927212146122,-0.46078907999970065,1.0395853444479797,24.337847399128236,-0.16867920346064533,-0.0732001596635674,-0.020664043515029568,0.0003101126630991047
2011-02-14,-0.006724381712543193,0.013725716931686005,0.017144255497673466,-0.10733809666313365,0.45326993650196035,0.3114262870143776,0.18290828726106878,0.000270767086431491,0.0003531378029857161,0.00015623287619171116,0.7014866733748207,17.879880537520126,-0.17203249260150727,0.12945394219019127,0.00015541563297583,0.8531354239060766,20.453082255474133,-0.46311813501855426,0.9358207210820975,25.78951768686825,-0.1818426104766545,-0.07764764766656337,-0.028070567399860403,0.0003087541128377058
2011-02-15,0.015473704591532744,0.0025460473632479275,0.013563356602946542,-0.09038403789401195,0.4188180809484654,0.316493399497525,0.22206075037660056,0.00029125039692565527,0.0003649606451985968,0.00015758319295718022,0.6918659418973655,17.79318058241913,0.14278752978915446,0.12310830888537828,0.00016475189786322152,0.8663365894321713,20.463243704056886,-0.45999431821450354,0.8625712246454801,31.107545694728273,-0.1904055055811621,-0.06188031063981643,-0.013951090061821238,0.0003093049322759889
