Date,Ret_D1,Ret_W1,STD_W1,ST_Rev,r12_2,r12_7,r36_13,Variance,HighLowVol,Resid_Var,Beta,Vol,SUV,LTurnover,Amihud,Rel2High,MktCap_Proxy,PriceMom_Acc,VolMom,RSI14,MACD_Sig,DistMA50,DistMA200,RFR
2011-02-01,0.01119654632292666,-0.03810997582641695,0.011823953595344308,-0.14956870364595742,0.18709483838199326,0.13895310141239547,-0.37028398269702556,0.0004917802136635594,0.0010477805519631478,0.00030282562396324343,0.9680872895850111,15.778596638268498,0.1633399296958755,-0.39155340134195726,0.000689726710062915,0.7355764043204908,19.341880050239073,-0.16504257453893478,1.3692568217152212,44.80773748694902,-0.3156612821545914,-0.10161818654847447,-0.10447075064840416,0.0003111037454146537
2011-02-02,-0.016629073900094937,-0.04713041344740454,0.012467531729578912,-0.16573869871816727,0.17176674574510042,0.14060942556507694,-0.3520329577087299,0.0004902542120926215,0.0010700921135452304,0.0002953676877615297,0.9634275177367781,15.856206723500291,0.23835699128519622,-0.34444355384588654,0.0007047421839834311,0.7233444499338793,19.367226398559886,-0.1758982920590666,1.4187312333236919,37.61059745332967,-0.3323962207785188,-0.11442143814762318,-0.11928514059841978,0.000310956933956108
2011-02-03,-0.012610994586532476,-0.04657407628548338,0.012428073103498812,-0.17897996099743407,0.17654176944272648,0.14947541962009692,-0.38879631149165106,0.00048375093501454243,0.0012232701439749691,0.0002927061903029394,0.9662530650787383,15.878898934321862,-0.30187575597407496,-0.31045321826783256,0.0007094214490132646,0.7142223569915648,19.388133640268954,-0.18839581964519536,1.4033423098225712,25.399090474457296,-0.34855096349373915,-0.12319736890991641,-0.13021631759700986,0.0003113973521078339
2011-02-04,0.006220181678754155,-0.020268905637981893,0.012120921004098116,-0.17578129538487552,0.11772722079772335,0.13159949732196252,-0.38473908546586655,0.0004889392866347724,0.0012183342249832488,0.0002928866076503256,0.9635176297168737,15.709678439678312,-0.8703792545700161,-0.30910674128723,0.0007212589576775413,0.7186649498110803,19.392348633156626,-0.18915276402925896,1.1872291945436078,25.848582481536496,-0.36209569067768943,-0.11535363415455643,-0.12473586886012289,0.00031264493929317183
2011-02-07,-0.04360188985062097,-0.05512803878627903,0.02171606640203316,-0.19156267654780523,0.09808761428173818,0.11177289275180513,-0.34674873483894186,0.0005354206915949802,0.000980864109405211,0.00029268431274153756,0.9639123622874266,15.657758747997343,0.40244078754812124,-0.26615645413211725,0.0007001015299173944,0.6873297998299156,19.39230785505508,-0.1115070391189692,1.0780590531092396,17.534738017733304,-0.37790913491983535,-0.15103689669493892,-0.16263194493004618,0.00031304848683832986
2011-02-08,-0.025552670995804827,-0.08946686754047661,0.01822835687084532,-0.19728808567556033,0.1013462099888145,0.17583351798517355,-0.3409974546423131,0.0005438286217635449,0.0009585246909569176,0.00029412462876771237,0.9765734507513293,15.657039077176039,0.17364914920534127,-0.23368109789598462,0.0006920719847231804,0.6697666875892494,19.395406914719672,-0.14168950413235915,1.0465077934185487,16.28509265701092,-0.3972440443633627,-0.16953843819218295,-0.18375615760567596,0.00031202119451978483
2011-02-09,-0.034403510906988455,-0.10592476087049252,0.019478460881336382,-0.20046867084378794,-0.0024675888974832194,0.13362366449616792,-0.3501034858003831,0.0005523736206256879,0.0009608464803181987,0.0002954680386223981,0.9878784073120211,15.695393077710573,0.5123364133488645,-0.20315092985862962,0.000681486481907956,0.6467243620476352,19.388792663395826,-0.12689888098461932,1.056982041493521,10.935332934929804,-0.4214468586625694,-0.19542758327644585,-0.21149007071492623,0.00031154414734335667
2011-02-10,-0.03214867973970237,-0.12361602584264264,0.01908231689914446,-0.1677888810538425,0.008584902699666053,0.11501932052979091,-0.35721126595314046,0.0003937815482137636,0.0010150151347814763,0.0002966247223596078,0.9919894864624887,15.86528703550697,0.9830679307726912,-0.18568083442014155,0.000636607117718188,0.6259330276523024,19.376391448443982,-0.031935922009505235,1.2275693685475058,10.888232715251306,-0.44928961918263394,-0.21811353214994714,-0.2364314188449922,0.0003102595056616586
2011-02-11,-0.07253713983909194,-0.19221100702324734,0.018437298920249805,-0.23929839137304587,0.04045321094102983,0.10635053136712691,-0.3470488680765327,0.0005537627689938601,0.0011524797223988231,0.0002968562561928053,0.9948517883137118,16.26875151674518,2.141529867534932,-0.07714786338557435,0.000654585675376703,0.5805296360955812,19.418380072907116,-0.04073358243936842,1.6342915695628295,9.936230382260348,-0.48370082692585636,-0.2704058044491973,-0.29123121567169513,0.0003101126630991047
2011-02-14,0.02030507035599327,-0.13823417615995404,0.03308088862016844,-0.24674202286405078,0.02604580944312329,0.0888870041986003,-0.3045852728143882,0.0005151898507364863,0.0011917451884379435,0.0003143325522312391,1.0092399968448682,16.481194865013123,2.0242270358193397,0.028110902536826504,0.0005922745432256388,0.5923173312002411,19.55245414842814,-0.11299035078012176,1.8034118871323153,11.021808482248446,-0.5187091914008516,-0.2510080015311007,-0.27617057395146266,0.0003087541128377058
